Symbol,Total ESG Risk score,Environment Risk Score,Social Risk Score,Governance Risk Score,Text Chunk
NVDA,13.6,2.3,4.9,6.3,nvidia sustainability introduction message from our ceo introduction energy efficiency and climate people diversity and inclusion product value chain responsible business sustainability indicators about nvidia nvidia pioneered accelerated computing to help solve the most challenging computational problems today we re a full stack computing infrastructure company with data center scale offerings that are reshaping industry our full stack includes the foundational nvidia cuda programming model that runs on all nvidia gpus as well as hundreds of domain specific software libraries software development kits sdks and application programming interfaces apis this deep and broad software stack accelerates the performance and eases the deployment of nvidia accelerated computing for computationally intensive workloads such as artificial intelligence ai model training and inference data analytics scientific computing and d graphics
MS,24.6,1.1,12.9,10.5,how can we advance sustainability environmental sustainability report reporting on our fiscal year
MS,24.6,1.1,12.9,10.5,overview microsoft sustainability customer sustainability global sustainability appendix in this report overview foreword highlights how we work cover captured by finnian power regional ce program manager ireland microsoft sustainability carbon waste our approach our approach improving the measurement and efficiency of our operations building markets and driving progress learnings and what s next reducing waste at our campuses and datacenters advancing circular cloud hardware and packaging improving device and packaging circularity learnings and what s next water ecosystems our approach
MS,24.6,1.1,12.9,10.5,our approach reduction replenishment access innovation policy improving biodiversity at our campuses increasing biodiversity at our datacenters protecting more land than we use learnings and what s next datacenter community environmental sustainability learnings and what s next customer sustainability overview microsoft cloud for sustainability devices green software arts and culture planetary computer progress through partnership global sustainability overview investing in innovation accelerate sustainability solutions with ai policy and advocacy employee engagement scaling impact through green skilling progress through partnership m metric tons of carbon removal contracted in fy k metric tons of waste diverted from landfills and incinerators m cubic meters of water replenishment projects contracted by end of fy m allocated towards climate technologies through our climate innovation fund cif appendix appendix a appendix b sustainabilitychampions reporting disclosure a key principle of our work is transparency
MS,24.6,1.1,12.9,10.5,this report published annually includes our strategy progress against our goals and key challenges and trends we see in this work we also publish our environmental data which is included in the separate environmental data fact sheet deloitte touche llp performed a review relating to specified information within section of the environmental data fact sheet read about how we report in appendix a
MS,24.6,1.1,12.9,10.5,foreword highlights how we work overview reviewing our progress and learnings overview microsoft sustainability customer sustainability global sustainability appendix our employees are at the core of our sustainability journey their passion and commitment catalyzes progress in every part of our business and their communities around the world images taken by employees are featured throughout the environmental sustainability report captured by erika basham director of sustainability product strategy united states
MS,24.6,1.1,12.9,10.5,overview microsoft sustainability customer sustainability global sustainability appendix foreword accelerating innovation and partnership for people and the planet brad smith vice chair and president melanie nakagawa chief sustainability officer four years ago microsoft committed that by we would become carbon negative water positive zero waste and protect more land than we use since that announcement we have seen major changes both in the technology sector and in our understanding of what it will take to meet our climate goals new technologies including generative ai hold promise for new innovations that can help address the climate crisis at the same time the infrastructure and electricity needed for these technologies create new challenges for meeting sustainability commitments across the tech sector
MS,24.6,1.1,12.9,10.5,at the same time the infrastructure and electricity needed for these technologies create new challenges for meeting sustainability commitments across the tech sector as we take stock as a company in we remain resolute in our commitment to meet our climate goals and to empower others with the technology needed to build a more sustainable future there is no issue today that connects everyone on the planet more than the issues around climate change at the end of last year the world met in dubai at cop to assess global sustainability progress the results were sobering the world is not on track to meet critical climate goals and we see many of the world s challenges reflected in our own situation during the past four years we have overcome multiple bottlenecks and have accelerated progress in meaningful ways as we report here we are on track in several areas but not in every area
MS,24.6,1.1,12.9,10.5,during the past four years we have overcome multiple bottlenecks and have accelerated progress in meaningful ways as we report here we are on track in several areas but not in every area we therefore are mobilizing to accelerate progress in areas where we re not yet on track in four areas we are on track and in each of these we see progress that has the potential to have global impact beyond our own sustainability work these are reducing our direct operational emissions scope and accelerating carbon removal designing for circularity to minimize waste and reusing cloud hardware improving biodiversity and protecting more land than we use at the same time there are two areas where we re not yet on track and in each of these we are intensively engaged in work to identify and pursue additional breakthroughs these are reducing our scope or indirect emissions
MS,24.6,1.1,12.9,10.5,these are reducing our scope or indirect emissions reducing water use and replenishing more water than we consume in our datacenter operations even amid the challenges we remain optimistic we re encouraged by ongoing progress across our campuses and datacenters and throughout our value chain even more we re inspired by the scores of executives and employees across microsoft who are rolling up their sleeves and identifying new and innovative steps that are helping us to close critical gaps we all recognize the same thing there is no issue today that connects everyone on the planet more than the issues around climate change we all need to succeed together carbon negative our carbon negative commitment includes three primary areas reducing carbon emissions increasing use of carbon free electricity and carbon removal we made meaningful progress on carbon free electricity and carbon removal in fy
MS,24.6,1.1,12.9,10.5,we made meaningful progress on carbon free electricity and carbon removal in fy microsoft has taken a first mover approach to supporting carbon free electricity infrastructure making long term investments to bring more carbon free electricity onto the grids where we operate
MS,24.6,1.1,12.9,10.5,foreword continued in we increased our contracted portfolio of renewable energy assets to more than gigawatts gw including projects in countries in fy we also contracted metric tons of carbon removal to be retired over the next years we are continuing to build a portfolio of projects balanced across low medium and high durability solutions carbon reduction continues to be an area of focus especially as we work to address scope emissions in we saw our scope and emissions decrease by from our baseline this area remains on track to meet our goals but our indirect emissions scope increased by in aggregate across all scopes microsoft s emissions are up from the baseline
MS,24.6,1.1,12.9,10.5,but our indirect emissions scope increased by in aggregate across all scopes microsoft s emissions are up from the baseline the rise in our scope emissions primarily comes from the construction of more datacenters and the associated embodied carbon in building materials as well as hardware components such as semiconductors servers and racks our challenges are in part unique to our position as a leading cloud supplier that is expanding its datacenters but even more we reflect the challenges the world must overcome to develop and use greener concrete steel fuels and chips these are the biggest drivers of our scope challenges we have launched a company wide initiative to identify and develop the added measures we ll need to reduce our scope emissions leaders in every area of the company have stepped up to sponsor and drive this work
MS,24.6,1.1,12.9,10.5,leaders in every area of the company have stepped up to sponsor and drive this work this led to the development of more than discrete and significant measures that will help us reduce these emissions including a new requirement for select scale high volume suppliers to use carbon free electricity for microsoft delivered goods and services by as a whole this work builds on our multi prong strategy this year focusing on the following improving measurement by harnessing the power of digital technology to garner better insight and action increasing efficiency by applying datacenter innovations that improve efficiency as quickly as possible forging partnerships to accelerate technology breakthroughs through our investments and ai capabilities including for greener steel concrete and fuels building markets by using our purchasing power t o accelerate market demand for these types of breakthroughs
MS,24.6,1.1,12.9,10.5,building markets by using our purchasing power t o accelerate market demand for these types of breakthroughs advocating for public policy changes that will accelerate climate advances water positive we take a holistic approach to becoming water positive which includes water access replenishment innovation reduction and policy in we achieved our water access target by providing more than million people with access to clean water and sanitation solutions we contracted water replenishment projects estimated to provide more than million m in volumetric water benefit over the lifetime of these projects enough water to fill about olympic sized swimming pools finally we continue to drive innovation in water through first of their kind replenishment projects like fido which leverages ai enabled acoustic analysis to reduce water loss from leakage
MS,24.6,1.1,12.9,10.5,finally we continue to drive innovation in water through first of their kind replenishment projects like fido which leverages ai enabled acoustic analysis to reduce water loss from leakage looking ahead as our datacenter business continues to grow so does the need to minimize our water consumption and replenish more than we consume in these operations in fy our progress on water accelerated and we know we need to implement an even stronger plan to accelerate it further we therefore are investing in our water positive commitment in four ways we are taking action to reduce the intensity with which we withdraw resources by continuing to design and innovate in order to minimize water use and achieve our intensity target our new datacenters are designed and optimized to support ai workloads and will consume zero water for cooling
MS,24.6,1.1,12.9,10.5,our new datacenters are designed and optimized to support ai workloads and will consume zero water for cooling this initiative aims to further reduce our global reliance on freshwater resources as ai compute demands increase we are partnering to advance water policy in we joined the coalition for water recycling over the coming year we will finalize a position and strategy for water policy we are developing innovative scalable replenishment projects in high water stress locations where we operate datacenters we recently announced water united a new initiative to unite public and private sectors in reducing water loss from leakage across the colorado river basin zero waste our journey to zero waste includes reducing waste at our campuses and datacenters advancing circular cloud hardware and packaging and improving device and packaging circularity
MS,24.6,1.1,12.9,10.5,zero waste our journey to zero waste includes reducing waste at our campuses and datacenters advancing circular cloud hardware and packaging and improving device and packaging circularity in fy we achieved a reuse and recycle rate of for servers and components across all cloud hardware a target that is increasingly important as needs for cloud services continue to grow in we also diverted more than metric tons of waste from landfills or incinerators across our owned datacenters and campuses and we reduced single use plastics in our microsoft product packaging to overview
MS,24.6,1.1,12.9,10.5,microsoft sustainability customer sustainability global sustainability appendixoverview foreword continued from expanding our circular centers to piloting programs that give a second life to used fiber optic cables through partnerships with local technical schools we are working to keep materials in use longer and approach our work at every stage with circularity in mind we are accelerating our work to reuse and recycle cloud hardware wherever possible and launched two new circular centers in quincy washington and chicago illinois in protecting ecosystems we have committed to protect more land than we use by while preserving and restoring ecosystems in the areas where we live and work as of fy we exceeded our land protection target by more than
MS,24.6,1.1,12.9,10.5,as of fy we exceeded our land protection target by more than at this point acres of land have been legally designated as permanently protected compared to our goal of acres we are incorporating green business practices that support the surrounding ecosystems near our campuses and datacenters this includes regenerative design solutions around our datacenters that enhance local biodiversity improved stormwater management and contributing to climate resilience we are also piloting ai driven microsoft technology to provide insights into the overall health of the ecosystem and inform future actions customer and global sustainability in last year s environmental sustainability report we announced that we were expanding our ambition to help advance sustainability for our customers and the world
MS,24.6,1.1,12.9,10.5,in we continued this work to empower our customers and partners on their own sustainability journey by creating the technology needed to better manage resources and optimize systems on a global scale we focused on accelerating innovation research and policy not only for ourselves but also to support a more sustainable world for all the shift from pledges to progress requires action transparency and accountability microsoft cloud for sustainability is helping customers unify data and garner richer insights into the sustainability of their business in we expanded microsoft sustainability manager to include scopes and all categories of scope carbon emissions to help track progress and inform action across an organization s operations and value chains
MS,24.6,1.1,12.9,10.5,as the world experiences worsening impacts of climate change we are also helping to put planetary data into the hands of researchers governments companies and individuals through the planetary computer we are providing open access to petabytes of environmental monitoring data to help empower people with actionable information to protect their communities microsoft s sustainability progress requires global engagement we are investing in innovative solutions advancing research and advocating for policies that we believe can drive progress at scale a hallmark of this effort has been our climate innovation fund cif our billion commitment set in to advance innovation beyond microsoft s four walls to date the cif has allocated million toward innovative climate technologies including commercial direct air capture technologies sustainable aviation fuel saf industrial decarbonization and more
MS,24.6,1.1,12.9,10.5,our science research and ai for good teams are also working to accelerate solutions and develop climate resilience with ai in november we published a whitepaper and playbook that expands on the incredible potential of ai for sustainability through our ai for good team we are collaborating with the united nations to research the use of ai to advance the early warning for all initiative with a goal of better understanding the populations that may be at risk of extreme weather events and other threats the shift from pledges to progress requires action transparency and accountability last year microsoft ceo satya nadella called climate change the defining issue of our generation to meet this generational challenge we are putting sustainability at the center of our work with each emerging technology with each new opportunity we ask ourselves an important question how can we advance sustainability
MS,24.6,1.1,12.9,10.5,with each emerging technology with each new opportunity we ask ourselves an important question how can we advance sustainability as we strive to answer that question we are developing new approaches experimenting with new partnerships and learning as we go we are optimistic about the role technology can continue to play in accelerating climate progress and we look forward to working with others on this critical journey for all of us brad smith vice chair and president melanie nakagawa chief sustainability officer
MS,24.6,1.1,12.9,10.5,overview microsoft sustainability customer sustainability global sustainability appendix highlights carbon total renewable electricity use in fy million mwh this would be enough to power paris with renewable electricity for about two years gigawatts gw of renewable energy assets were contracted including projects in countries around the world we contracted metric tons of carbon removal in fy and continue to build a portfolio of projects balanced across low medium and high durability solutions water total contracted water replenishment since million m this is enough water to fill over olympic sized swimming pools we met our water access target by providing more than million people with access to clean water and sanitation solutions our new datacenters are designed and optimized to support ai workloads and will consume zero water for cooling
MS,24.6,1.1,12.9,10.5,our new datacenters are designed and optimized to support ai workloads and will consume zero water for cooling waste total amount of solid waste diverted from landfills and incinerators fy metric tons this is equivalent to the weight of over commercial passenger jets metric tons of solid waste were diverted from landfills and incinerators across our owned datacenters and campuses our reuse and recycle rates of servers and components across all cloud hardware reached in fy we reduced single use plastics in our microsoft product packaging to in fy ecosystems total amount of land protected in fy acres this is equivalent to over soccer pitches acres were designated as permanently protected we exceeded our land protection target of by more than
MS,24.6,1.1,12.9,10.5,acres were designated as permanently protected we exceeded our land protection target of by more than through the microsoft datacenter community environmental sustainability program we are responding to local needs in the communities that host microsoft datacenters and where our employees live and work
MS,24.6,1.1,12.9,10.5,overview microsoft sustainability customer sustainability global sustainability appendix how we work our sustainability journey starts with getting our own house in order in we set bold targets to be a carbon negative water positive zero waste company that protects ecosystems by we are committed to sharing our progress challenges and learnings through our annual environmental sustainability report to help accelerate global progress toward net zero we recognize that our actions alone will not solve the climate crisis as a global technology provider we also believe we have a role to play in supporting the thousands of customers and partners who put their trust in microsoft we think about microsoft s role in sustainability through three spheres of influence microsoft sustainability customer sustainability and global sustainability
MS,24.6,1.1,12.9,10.5,we think about microsoft s role in sustainability through three spheres of influence microsoft sustainability customer sustainability and global sustainability microsoft sustainability taking care of our own environmental footprint our sustainability work starts with taking accountability for our operational footprint this means taking accountability for our operational footprint across our campuses datacenters devices software and value chain we look at our operations across the entire life cycle of assets and products from design to building usage and end of life we are committed to sharing our learnings accelerating markets scaling solutions across our value chain and being transparent about our progress customer sustainability delivering digital technology for net zero microsoft is committed to providing innovative digital technology to help build a more sustainable world
MS,24.6,1.1,12.9,10.5,customer sustainability delivering digital technology for net zero microsoft is committed to providing innovative digital technology to help build a more sustainable world from managing environmental footprints with microsoft cloud for sustainability to accelerating innovation for new climate technologies we re working to empower our customers and partners across industries we are advancing greener software and reducing carbon intensity to improve device sustainability and helping organizations measure and manage the health of the planet s natural ecosystems with the microsoft planetary computer global sustainability enabling a more sustainable world microsoft s actions alone cannot solve the climate crisis as a global technology leader we are also committed to helping build the enabling societal conditions that will support a net zero economy
MS,24.6,1.1,12.9,10.5,as a global technology leader we are also committed to helping build the enabling societal conditions that will support a net zero economy we re focused on accelerating the availability of new climate technologies strengthening our climate policy agenda helping to develop a more reliable and interoperable carbon accounting system advocating for skilling programs to expand the green workforce and working to help enable a just energy transition
MS,24.6,1.1,12.9,10.5,overview microsoft sustainability carbon water waste customer sustainability global sustainability appendix ecosystems microsoft sustainability how are we addressing our environmental footprint our sustainability work starts with taking accountability for our operational footprint in we made a bold set of commitments to be a carbon negative water positive zero waste company that protects ecosystems all by we are committed to sharing our learnings accelerating markets scaling solutions across our value chain and being transparent about our progress carbon water waste ecosystems captured by emilia zamora sourcing engineer united states
MS,24.6,1.1,12.9,10.5,overview microsoft sustainability customer sustainability global sustainability appendix carbon water waste ecosystems getting to carbon negative carbon improving the measurement and efficiency of our operations building markets and driving progress learnings and what s next our approach our commitment to becoming carbon negative requires unprecedented innovation and partnership over the last four years since setting our sustainability targets thousands of companies have also joined the call to reach a net zero future and are taking steps big and small to help make that future a reality this year technologies like ai brought renewed promise of the role innovation can play in accelerating progress from improving measurement to increasing datacenter efficiency and improving energy transmission technology can be a powerful accelerant for the pace and scale the world needs to achieve net zero
MS,24.6,1.1,12.9,10.5,amid this optimism we face the realities of the complexity of the challenge addressing scope and emissions requires partnership and systemic action we need to decarbonize supply chains and take action to build the carbon free electricity infrastructure needed by microsoft our suppliers our partners and the world in fy our emissions increased by across scope and from our baseline as we continue to invest in the infrastructure needed to advance new technologies since our scope and emissions have decreased by this result is driven by our ongoing work to advance clean energy procurement green tariff programs and use of unbundled renewable energy certificates scope accounts for over of our total emissions which includes emissions from our supply chain the life cycle of our hardware and devices and other indirect sources
MS,24.6,1.1,12.9,10.5,scope accounts for over of our total emissions which includes emissions from our supply chain the life cycle of our hardware and devices and other indirect sources our scope emissions continue to be our most significant decarbonization challenge progress will take deep collaboration across industries microsoft has taken a first mover approach making long term investments to bring more carbon free electricity onto the grids where we operate and we continue to advocate for the expansion of clean energy solutions around the world m in fy we contracted metric tons of carbon removal to be retired over the next years
MS,24.6,1.1,12.9,10.5,environmental sustainability report accelerating progress to reporting on our fiscal year
MS,24.6,1.1,12.9,10.5,overview microsoft sustainability carbon water waste ecosystems customer sustainability global sustainability appendix environmental sustainability report in this report this year we reflect on our progress towards our ambitious goals to be carbon negative water positive and zero waste while protecting ecosystems since we announced our goals in we have made meaningful progress and we remain resolute in our commitment not only to meeting our climate goals but to empowering others with the technology they need to build a more sustainable future reporting disclosure a key principle of our work is transparency this report published annually includes our strategy progress against our goals and key challenges and trends we see in this work we also publish our environmental data which is included in the separate environmental data fact sheet
MS,24.6,1.1,12.9,10.5,we also publish our environmental data which is included in the separate environmental data fact sheet deloitte t ouche llp per formed a review relating to specified information within section of the environmental data fact sheet
MS,24.6,1.1,12.9,10.5,read about how we report in appendix a explore more www microsoft com corporate responsibility sustainability progress overview foreword scaling impact our journey to how we work microsoft sustainability carbon our approach efficiency availability measurement and adoption water our approach advancing water replenishment expanding clean water access improving efficiency and reducing water use innovating for greater water efficiency waste our approach tracking zero waste reducing waste at our campuses and datacenters advancing circular cloud hardware and packaging improving device and packaging circularity ecosystems our approach fostering biodiversity at campuses and datacenters collaborating to protect ecosystems advancing conservation through technology customer sustainability overview microsoft for sustainability green software devices gaming arts and culture planetary computer global sustainability overview investing in innovation charting new frontiers in ai innovation shaping policy for a sustainable future scaling impact through green skilling appendix appendix a how we report appendix b endnotes
MS,24.6,1.1,12.9,10.5,overview microsoft sustainability environmental sustainability reportcarbon water waste ecosystems customer sustainability global sustainability appendix overview in this section foreword scaling impact our journey to how we work we remain pragmatically optimistic because of the promise of new sustainability technologies innovations in ai and market solutions that are emerging which can accelerate progress across challenging sectors
MS,24.6,1.1,12.9,10.5,overview microsoft sustainability carbon water waste ecosystems customer sustainability global sustainability appendix foreword accelerating progress to brad smith vice chair and president melanie nakagawa chief sustainability officer microsoft remains steadfast in our dedication to achieving the company s environmental sustainability commitments as microsoft continues to grow and innovate our commitment to environmental sustainability remains a core value this year we reflect on our progress towards our ambitious goals to be carbon negative water positive and zero waste while protecting ecosystems as we enter the second half of the decade microsoft remains steadfast in our dedication to achieving the company s environmental sustainability commitments
MS,24.6,1.1,12.9,10.5,as we enter the second half of the decade microsoft remains steadfast in our dedication to achieving the company s environmental sustainability commitments since we announced our goals in we have m ade meaningful progress while seeing major changes in both the technology sector and in our understanding of what it will take to meet our goals we are learning as we go and we are proactively working to address sustainability challenges and accelerate solutions we remain resolute in our commitment not only to meeting our climate goals but also to empowering others with the technology they need to build a more sustainable future at the heart of our approach is an understanding t hat sustainability is not simply a set of isolated initiatives but a fundamental principle that must be integrated into every aspect of our business
MS,24.6,1.1,12.9,10.5,our cross company climate council brings together leaders from across microsoft to drive innovation accelerate progress and identify ways to build sustainability into our operations products and partnerships we remain pragmatically optimistic because of t he promise of new sustainability technologies innovations in ai and market solutions that are emerging which can accelerate progress across challenging sectors like steel concrete and energy transitions this annual report is our opportunity to share our learnings to help accelerate these markets be transparent about our progress and explore how we can ultimately scale solutions across our value chain we are sharing details about the progress made i n each of our core commitment areas carbon negative water positive zero waste and protecting ecosystems our report also highlights a number of our breakthrough innovations drawing insights from the leading edge of climate innovation
MS,24.6,1.1,12.9,10.5,our report also highlights a number of our breakthrough innovations drawing insights from the leading edge of climate innovation our progress in microsoft made bold sustainability commitments at this halfway point to our goals we are reaching key milestones and making progress that includes ecosystems in we met our target of pr otecting more land than we use by a target we ve since exceeded by more than ai innovation is now driving biodiversity conservation through research efforts led by the ai for good lab and tools like the microsoft planetary computer zero waste we exceeded our annual ta rget to divert of construction and demolition waste six years early by diverting of this waste in fy we have also surpassed our target for our reuse and recycling rate for servers and components reaching the surface copilot pcs now feature our most sustainable packaging design yet
MS,24.6,1.1,12.9,10.5,we have also surpassed our target for our reuse and recycling rate for servers and components reaching the surface copilot pcs now feature our most sustainable packaging design yet packaging from over server racks was processed through recycling programs in fy diverting over metric tons of waste from landfills water positive we met our target to provid e more than million people with clean water and sanitation solutions we are also on track to replenish more water than we consume across global operations and improve datacenter water use efficiency including through a new innovative datacenter design that optimizes ai workloads and consumes zero water for cooling to avoid the use of an estimated cubic meters annually per facility carbon negative to date we have contract ed gigawatts gw of carbon free electricity cfe across countries about an eighteenfold increase since
MS,24.6,1.1,12.9,10.5,carbon negative to date we have contract ed gigawatts gw of carbon free electricity cfe across countries about an eighteenfold increase since we have also entered long term agreements to procure nearly million metric tons of carbon removal since the start of this program environmental sustainability report
MS,24.6,1.1,12.9,10.5,overview microsoft sustainability carbon water waste ecosystems customer sustainability global sustainability appendix environmental sustainability report foreword continued carbon negative a marathon not a sprint as we remain focused on sustained progress towards our goals it has become clear that our journey towards being carbon negative is a marathon not a sprint while our total emissions scope and have increased by compared to our baseline due to growth related factors such as ai and cloud expansion we are encouraged by the fact that this increase has been modest compared to the increase in energy use and revenue growth that has taken place over the same period for microsoft to be carbon negative by we will n eed to reduce our value chain emissions
MS,24.6,1.1,12.9,10.5,for microsoft to be carbon negative by we will n eed to reduce our value chain emissions starting with our direct operational emissions as we shared earlier this year since our carbon strategy has included a combination of procuring environmental attributes leveraging our corporate carbon fee and overall carbon emissions reduction efforts this enabled us to decrease our scope and emissions by from our baseline in fy at the same time as we shift away from procuring non additional environmental attribute certificates we recognize that we must also bring more carbon free electricity onto the grids where we operate we are also implementing strategies to reduce our sc ope emissions by which increased in fy by from our baseline we are prioritizing addressing these emissions through supplier engagement programs including establishing standards via our supplier code of conduct
MS,24.6,1.1,12.9,10.5,we are prioritizing addressing these emissions through supplier engagement programs including establishing standards via our supplier code of conduct through the latter select large scale microsoft suppliers are required to transition to carbon free electricity for their delivered goods and services as well as forthcoming guidance launching in july to target usage of sustainable aviation fuel where possible for microsoft business related air travel by we also remain committed to developing and supporting innovative solutions to reduce emissions from key datacenter and operational inputs including building materials chips and fuels focusing on long term solutions over short term stopgaps to do this we have been adapting our strategies to use new sustainability technologies and address the challenges of expanding energy demand
MS,24.6,1.1,12.9,10.5,to do this we have been adapting our strategies to use new sustainability technologies and address the challenges of expanding energy demand we see significant progress in several key areas de monstrating potential for global impact powering operations with carbon free electricity c fe in microsoft contracted gw of new r enewable energy across countries through power purchase agreements ppas which are central to our carbon reduction strategy driving down our scope emissions microsoft has taken a first mover approach to making long term investments to bring more cfe online we continue to advocate for expanding clean energy solutions globally to support not only our power needs but also those of our supply chain we are addressing challenges with permitting interconnection delays and fluctuating interest rates by innovating through circularity and contracting
MS,24.6,1.1,12.9,10.5,we are addressing challenges with permitting interconnection delays and fluctuating interest rates by innovating through circularity and contracting for example we signed groundbreaking ppas with engie requiring that of photovoltaic modules will be reused or recycled transforming datacenters and campuses in f y we launched our first datacenters constructed with mass timber a strong ultra lightweight wood in a hybrid construction model this approach is projected to reduce the embodied carbon footprint of these new datacenters by up to compared to typical precast concrete we also doubled our rate of power savings and are transitioning from traditional air cooled datacenters to chip level liquid cooling designs at all owned datacenters as the world economic forum highlighted in innovation and adaptation in the cl imate crisis data driven and digital technologies ar e uniquely suited to build adaptive capacity
MS,24.6,1.1,12.9,10.5,as the world economic forum highlighted in innovation and adaptation in the cl imate crisis data driven and digital technologies ar e uniquely suited to build adaptive capacity we believe technology can be a powerful tool to address some of society s toughest challenges including environmental sustainability as demand for ai and cloud services grows we are advancing how we design build and operate our datacenters and campuses decarbonizing the built environment is a crucial element in this process accelerating carbon removal initiatives in fy microsoft signed long term agreements to procure more carbon removal than all previous years combined achieving nearly million metric tons in contracts for carbon removal we are committed to helping build the markets we buy from translating leading science into commercial innovation and regularly updating our criteria for high quality ca rbon dioxide removal
MS,24.6,1.1,12.9,10.5,we are committed to helping build the markets we buy from translating leading science into commercial innovation and regularly updating our criteria for high quality ca rbon dioxide removal we also know we cannot ac celerate this market alone which is why we co founded the symbiosis coalition with industry partners the symbiosis coalition is targeting up to million metric tons of high quality nature based carbon removal credits by improving operational efficiency and logistics in f y among facilities that manufacture devices for microsoft we saw a tenfold increase over the previous year in transitions to cfe this was accomplished in part by partnering with degrees to launch the supplier reach portal to support suppliers making their cfe transition our drive to reduce datacenter emissions extends to transforming the logistics operations of these facilities
MS,24.6,1.1,12.9,10.5,our drive to reduce datacenter emissions extends to transforming the logistics operations of these facilities through strategic partnerships and targeted in itiatives microsoft continues to reduce emissions across transportation warehousing and the broader logistics supply chain setting new benchmarks for operational efficiency and environmental impact we adopted alternative fuels and electric vehicles to reduce emissions collaborating with several leading logistics service providers lsps
MS,24.6,1.1,12.9,10.5,foreword continued microsoft sustainabilityoverview customer sustainability global sustainability appendix carbon water waste ecosystems environmental sustainability report renewable diesel is now in use in our road freight operations in europe and california cutting emissions by for these shipments while keeping existing equipment in use we also have partnered with airlines and shipping lines to expand the use of sustainable aviation and marine fuels these efforts have reduced emissions by over metric tons of co emissions comparable to avoiding the combustion of nearly barrels of oil accelerating global solutions at microsoft we understand that driving meaningful sustainability progress goes beyond our own practices and requires global collaboration investment and innovation
MS,24.6,1.1,12.9,10.5,across our operations we are working to empower customers build impactful partnerships and invest in breakthrough solutions that drive progress worldwide investing in innovation a hallmark of this eff ort has been our climate innovation fund cif our billion commitment set in to advance innovation beyond microsoft s four walls to date cif has made significant investments in innovative climate technologies including commercial direct air capture technologies sustainable aviation fuel industrial decarbonization and more cif has invested over million in capital in new climate technologies expanding to investments across cfe sustainable fuels carbon removal and advanced building materials empowering customers we help customers and or ganizations centralize analyze and act on their data with ai powered platforms for advanced analytics and reporting insights
MS,24.6,1.1,12.9,10.5,empowering customers we help customers and or ganizations centralize analyze and act on their data with ai powered platforms for advanced analytics and reporting insights for example the howden resilience laboratory supported by microsoft and our planetary computer uses technology and data platforms to help investors understand climate risks to critical infrastructure improve resilience and contribute to better informed investment decisions partnering for impact partnering to scale our impac t is a critical component of our sustainability efforts today github fosters a thriving community that is home to over million developers and climate focused open source projects advancing climate technology greener software and device sustainability
MS,24.6,1.1,12.9,10.5,xbox has made significant investments not only to reduce the environmental footprint associated with the production of our devices accessories and console packaging but also to reduce the energy usage of the console itself for example xbox became the first console to release a dedicated energy consumption and carbon emissions measurement tool designed for game creators accelerating ai for sustainability our ai for good lab sustainability science and research teams collaborate globally to accelerate solutions and develop climate resilience with ai for example we have partnered with the united nations to apply ai to climate challenges through programs like the early warnings for all initiative which seeks to better understand which populations may be at risk of extreme weather events and other threats
MS,24.6,1.1,12.9,10.5,by sharing our progress tools and learnings with the world we aim to accelerate the pace of innovation improve overall operational efficiency reduce energy consumption and find new solutions with long term results we are building an efficient sustainable engine that drives us closer to our commitments sustained momentum and future impact there is no issue today that connects everyone on the planet more than climate change as we strive to build a more sustainable future we remain inspired by the dedication of our employees and partners and committed to transparency accountability and collaboration while the road to a sustainable future is challenging and not l inear we are encouraged by the progress we have made in fy by strategically focusing on cfe carbon removal water stewardship waste reduction and ecosystem protection we are building an efficient sustainable engine that drives us closer to our commitments
MS,24.6,1.1,12.9,10.5,we encourage you to read further to learn more abou t our progress and learnings across all of these areas and we look forward to engaging in continued dialogue as we learn and develop new ways to help us meet our goals we will continue to adapt our strategies utilize emerging sustainability markets and scale innovative technologies for even greater impact we recognize that achieving our ambitious goals requ ires sustained momentum and we are dedicated to driving that momentum forward brad smith vice chair and president melanie nakagawa chief sustainability officer
